Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.0,238.9,-801.2,177.9,1.234,1.181,-1.206,1.092
4.002999999999999,238.9,-801.2,177.9,1.234,1.181,-1.206,1.092
6.002999999999999,238.9,-801.2,177.9,1.234,1.181,-1.206,1.092
7.998,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
9.998,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
11.998,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
14.004000000000001,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
16.002,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
19.997,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
24.003,238.9,-801.1,177.9,1.234,1.181,-1.206,1.022
26.001,238.9,-801.1,177.9,1.234,1.181,-1.206,1.022
27.999,238.9,-801.1,177.9,1.234,1.181,-1.206,1.022
30.001,238.9,-801.1,177.9,1.234,1.181,-1.206,1.022
32.001000000000005,238.9,-801.1,177.9,1.234,1.181,-1.206,1.022
33.999,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
38.003,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
39.998,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
41.999,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
44.002,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
48.004,238.9,-801.1,177.9,1.234,1.181,-1.206,1.092
50.001999999999995,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
52.002,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
54.003,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
56.002,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
58.001999999999995,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
60.004000000000005,238.9,-801.1,177.9,1.234,1.181,-1.206,1.127
61.998999999999995,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
65.998,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
70.00099999999999,238.9,-801.1,177.9,1.234,1.181,-1.206,1.056
