feature,importance
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""",0.0034002415847334787
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_3",0.0033891048239490743
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_1",0.0033463437303685594
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""",0.0032687163287956926
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",0.003263070859673883
intr_Current (V)__quantile__q_0.8,0.003245025863473609
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",0.0032178899149465407
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",0.0032090180766997365
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_0",0.0031881911634615025
intr_Current (V)__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.0031456490682863665
intr_Current (V)__autocorrelation__lag_4,0.003130273619499602
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",0.003074855412935401
intr_Current (V)__variance,0.0030663904451498063
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",0.003040102237174955
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.003028083110785794
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_71",0.003026221214574261
intr_Current (V)__minimum,0.003021894742875256
intr_Current (V)__time_reversal_asymmetry_statistic__lag_3,0.003014545885124616
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.0029851738739962975
intr_Current (V)__number_crossing_m__m_1,0.0029839961401239177
intr_Current (V)__friedrich_coefficients__coeff_1__m_3__r_30,0.002925107918377381
task_Robot_I (A)__count_above_mean,0.002918591466648858
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.0029180990977022113
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_65",0.002915686749753577
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_7",0.0028968264565354335
