feature,importance
"task_TCP_z (mm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.0022301750340793206
"task_Robot_I (A)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.0022267791121833892
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_9,0.002222716817876004
task_Robot_I (A)__index_mass_quantile__q_0.2,0.0022156116521376903
intr_Current (V)__count_below_mean,0.0022070847280158197
audio_Amplitude__number_peaks__n_50,0.002199456432504308
intr_Torque (Nm)__length,0.0021702445469039596
intr_Torque (Nm)__quantile__q_0.3,0.002126947908448176
"task_TCP_z (mm)__fft_coefficient__attr_""angle""__coeff_2",0.0021158189792675254
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_16",0.0021148942601021837
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.0021143443397342618
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_8",0.002111172341908015
"task_TCP_y (mm)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.0021110196907425014
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",0.002110110787740431
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_13",0.0021100368665983374
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_58",0.002100983981993909
task_Robot_I (A)__length,0.0020896432145131576
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_88",0.0020835158329675267
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_16",0.002071052631122534
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_59",0.0020696664899345165
intr_Current (V)__quantile__q_0.7,0.0020657431292192157
task_TCP_z (mm)__count_above_mean,0.002062944616881965
audio_Amplitude__range_count__max_1__min_-1,0.0020590005405169156
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",0.002058074948187385
task_Robot_I (A)__index_mass_quantile__q_0.6,0.0020563745253630436
"audio_Amplitude__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.0020559683140214647
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.002047301410855523
intr_Current (V)__energy_ratio_by_chunks__num_segments_10__segment_focus_7,0.0020454431794948227
"task_TCP_y (mm)__linear_trend__attr_""stderr""",0.0020312759177793607
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",0.0020277103823515587
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_17",0.002026695345365903
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_79",0.0020234402012309126
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.0020226856230323863
task_TCP_y (mm)__ar_coefficient__coeff_0__k_10,0.0020168824573851083
intr_Torque (Nm)__permutation_entropy__dimension_6__tau_1,0.002016266884519807
"audio_Amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.0020161198662532
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_2",0.0020086047145629763
