N,Label,t_asset,t_pipeline,t_inference,t_total,ID
243,UT,7.300172001123428e-06,1.6998433999251574,0.09051570016890764,1.7903664002660662,030520235053
244,NS,1.7200130969285965e-05,3.793030200060457,0.10809909994713962,3.901146500138566,1005202314011
245,N,8.00006091594696e-06,2.175807199906558,0.10167000000365078,2.2774851999711245,270420231039
246,OT,7.800059393048286e-06,3.3212707999628037,0.08876630011945963,3.4100449001416564,030520237014
247,UT,7.899943739175797e-06,1.4783497001044452,0.08757000020705163,1.565927600255236,030520235053
248,NS,6.500165909528732e-06,2.935556899989024,0.09475589985959232,3.0303193000145257,1005202315044
249,N,7.6000578701496124e-06,2.000798200024292,0.08684400003403425,2.0876498001161963,030520237077
250,OT,7.0999376475811005e-06,3.3016282999888062,0.09483449999243021,3.396469899918884,030520237048
251,UT,7.899943739175797e-06,1.3913794001564384,0.08801009994931519,1.4793974000494927,030520234014
252,UT,6.600050255656242e-06,1.509972200030461,0.07122959988191724,1.5812083999626338,030520234055
253,OT,5.299923941493034e-06,3.6196145000867546,0.11985299992375076,3.739472799934447,050520239055
254,OT,7.800059393048286e-06,3.30372740002349,0.08813029993325472,3.391865500016138,050520239069
255,NE,6.299931555986404e-06,3.1573422998189926,0.07927539991214871,3.2366239996626973,1005202316072
256,OT,6.299931555986404e-06,2.8212832999415696,0.09940059995278716,2.9206901998259127,0505202310075
257,OT,4.500150680541992e-06,3.3047168999910355,0.09328130003996193,3.398002700181678,1005202311045
258,OT,7.799826562404633e-06,2.8690577999223024,0.08912739995867014,2.958192999707535,1005202311060
259,N,5.400041118264198e-06,1.6599401000421494,0.10016850009560585,1.7601140001788735,030520237077
260,N,6.00004568696022e-06,1.960713200038299,0.09175290004350245,2.0524721001274884,280420233037
261,NS,7.400056347250938e-06,3.2851768999826163,0.09868409996852279,3.3838684000074863,1005202315047
262,N,6.400048732757568e-06,1.8132136000785977,0.0939494997728616,1.907169499900192,030520236079
263,OT,8.200062438845634e-06,3.291339699877426,0.12477410002611578,3.4161219999659806,030520237014
264,OT,6.299931555986404e-06,4.191803000168875,0.10382259986363351,4.295631899964064,050520239013
265,OT,7.4999406933784485e-06,3.0737375000026077,0.08142030006274581,3.155165300006047,050520239055
266,NE,6.600050255656242e-06,3.0245053998660296,0.08713520015589893,3.111647200072184,280420233036
267,N,6.4999330788850784e-06,1.5083829001523554,0.09268720005638897,1.6010766001418233,1005202316048
268,UT,7.800059393048286e-06,2.9933746000751853,0.10248290002346039,3.0958653001580387,280420232014
269,OT,7.100170478224754e-06,3.3209979999810457,0.09384529991075397,3.414850400062278,050520239060
270,NS,4.09991480410099e-06,2.8143347001168877,0.07961890008300543,2.893957700114697,1005202314055
271,NS,4.600035026669502e-06,2.8000880000181496,0.09915339993312955,2.899245999986306,1005202314050
272,N,5.00003807246685e-06,2.18144359998405,0.10837589995935559,2.289824499981478,280420233022
273,N,7.00005330145359e-06,2.2430695998482406,0.10804249998182058,2.3511190998833627,1005202316006
274,NE,6.8999361246824265e-06,3.219065499957651,0.09812839981168509,3.3172007997054607,030520235003
275,UT,7.4999406933784485e-06,1.541399500099942,0.0952249001711607,1.6366319002117962,1005202312009
276,NS,6.800051778554916e-06,3.548849299782887,0.09806140000000596,3.6469174998346716,270420231024
277,UT,5.700159817934036e-06,3.5312959000002593,0.09750439994968474,3.628806000109762,280420233013
278,OT,7.699942216277122e-06,2.7178684999234974,0.0786029000300914,2.796479099895805,1005202317007
279,OT,4.299916326999664e-06,3.599154399940744,0.11117180017754436,3.7103305000346154,050520238003
280,UT,8.09994526207447e-06,3.1629045999143273,0.1003707000054419,3.2632833998650312,1005202316080
281,N,7.400056347250938e-06,2.0561129001434892,0.08827079995535314,2.1443911001551896,030520236079
282,UT,7.2999391704797745e-06,1.4749245999846607,0.07984589994885027,1.5547777998726815,030520235017
283,OT,4.300149157643318e-06,3.177111699944362,0.10096700000576675,3.2780830000992864,050520239000
284,NS,8.399831131100655e-06,3.202713100006804,0.10199779993854463,3.3047192997764796,1005202315057
285,OT,7.4999406933784485e-06,3.2415695001836866,0.10382590000517666,3.3454029001295567,050520239060
286,UT,4.800036549568176e-06,1.4202455999329686,0.08334279991686344,1.5035931998863816,030520235053
287,OT,5.90016134083271e-06,2.731707999948412,0.0996775000821799,2.831391400191933,0505202310075
288,N,7.3998235166072845e-06,2.0998140000738204,0.11341680004261434,2.2132381999399513,280420232049
289,OT,6.800051778554916e-06,5.75844300002791,0.42812910000793636,6.186578900087625,280420233045
290,OT,1.2299977242946625e-05,6.914359099930152,0.10914850002154708,7.023519899928942,1005202311009
