Time (ms),Robot_I (A)
1.9909999999999852,1.269387194514631
3.9909999999999854,1.2695069667963226
5.9909999999999854,1.2657275977395923
7.9909999999999854,1.2592232834631645
9.990999999999984,1.251168220085762
11.990999999999984,1.2427366037261125
13.990999999999984,1.2363183862614182
15.990999999999984,1.2315791195311467
17.990999999999985,1.2293579643744592
19.990999999999985,1.2304902653568353
21.990999999999985,1.232000000000003
23.990999999999985,1.232000000000003
25.990999999999985,1.232000000000003
27.990999999999985,1.232000000000003
29.990999999999985,1.232000000000003
31.990999999999985,1.232000000000003
33.990999999999985,1.232000000000003
35.990999999999985,1.232000000000003
37.99099999999999,1.232000000000003
39.99099999999999,1.228979020979024
41.99099999999999,1.229734265734269
43.99099999999999,1.2334265734265766
45.99099999999999,1.2392167832167864
47.99099999999999,1.2462657342657375
49.99099999999999,1.253734265734269
51.99099999999999,1.2637607475066237
53.99099999999999,1.271787085850621
55.99099999999999,1.2710950615167755
57.99099999999999,1.262500525320939
59.99099999999999,1.2468193280789612
61.99099999999999,1.232503684243057
63.99099999999999,1.2181876264472593
65.99099999999999,1.2055261663465795
67.99099999999999,1.2020455044072185
69.99099999999999,1.1961934145219495
71.99099999999999,1.1912491857350618
73.99099999999999,1.1829729953379984
75.99099999999999,1.1692679254079283
77.99099999999999,1.1547461888111916
79.99099999999999,1.14103948717949
81.99099999999999,1.1267600536130564
83.99099999999999,1.1203318834498863
85.99099999999999,1.1225513356643386
87.99099999999999,1.1342109510489542
89.99099999999999,1.1412644330106314
91.991,1.1531786397211916
93.991,1.1635599139189594
95.991,1.1628003428967966
97.991,1.1525316282864049
99.991,1.1343854717194857
101.991,1.1099935748277412
103.991,1.0886201846974184
105.991,1.0697200938693094
107.991,1.0498973396394515
109.991,1.044810931331855
111.991,1.0553166827057834
113.991,1.071015745920749
115.991,1.0847183682983716
117.991,1.0992392890442924
119.991,1.1129468065268102
121.991,1.11980692807859
123.991,1.1236886136158304
125.991,1.1316430082776536
127.991,1.1396019915650475
129.991,1.1583125215199717
131.991,1.179481556184382
133.991,1.2021205294916633
135.991,1.2219471420320782
137.991,1.233620486170867
139.991,1.2355051500102487
141.991,1.2259694319185217
143.991,1.2145096437151666
145.991,1.208915294532224
147.991,1.2037752918732971
149.991,1.1970058722707442
151.991,1.1902350252350544
153.991,1.1850944523979297
155.991,1.17950558931199
157.991,1.1724499475524504
159.991,1.17206732819046
161.991,1.1660059462157917
163.991,1.156676269948004
165.991,1.146525851834649
167.991,1.1342938352323704
169.991,1.1197751968311445
171.991,1.100156691793059
173.991,1.0844592074592108
175.991,1.0859588011056578
177.991,1.1030303402890853
179.991,1.1340188133544813
181.991,1.1624578079263437
183.991,1.1908870569989494
185.991,1.216034517929627
187.991,1.24644564526383
189.991,1.2522113480924713
191.991,1.2333316264155476
193.991,1.204746086081756
195.991,1.1771258741258803
197.991,1.1478741258741323
199.991,1.1114633654633714
201.991,1.0909768159768216
203.991,1.087275933275938
205.991,1.101199878199882
207.991,1.1335878115878135
209.991,1.155369803369807
211.991,1.1759304689304726
213.991,1.1898058014827897
215.991,1.2013307461615037
217.991,1.2072300270692715
219.991,1.2042169309193804
221.991,1.2112551766755495
223.991,1.2187230797160935
225.991,1.2272801262132558
227.991,1.234206599665428
229.991,1.2356840453907236
231.991,1.2317067332513474
233.991,1.2222746632472987
235.991,1.2150127616255713
237.991,1.2092224468877828
239.991,1.2039026908559207
241.991,1.1969963839728754
243.991,1.1901585378936586
245.991,1.185044164273282
247.991,1.1794977331323035
249.991,1.1724428904428934
251.991,1.1573109721363135
253.991,1.1549196345883028
255.991,1.1636251029496925
257.991,1.1817723655654704
259.991,1.2039942895685034
261.991,1.225984348152265
263.991,1.2467402103144245
265.991,1.2637910135841186
267.991,1.2746658954904857
269.991,1.2768939935626624
271.991,1.268004445329787
273.991,1.2680000000000031
275.991,1.2680000000000031
277.991,1.2680000000000031
279.991,1.2886858181818228
281.991,1.2835558181818214
283.991,1.25826278787879
285.991,1.2185643030303042
287.991,1.17021793939394
289.991,1.1189812727272732
291.991,1.06763732857571
293.991,1.025655909439569
295.991,1.0046714968953023
297.991,1.0087941891155392
299.991,1.0421265502028445
301.991,1.0564819927446272
303.991,1.070798050540425
305.991,1.0834611664806797
307.991,1.0928582764549537
309.991,1.0972819553722846
311.991,1.0949944144598571
313.991,1.091882954011176
315.991,1.0917016561955295
317.991,1.0915000259518677
319.991,1.097163685394401
321.991,1.0955278694636268
323.991,1.088225261265913
325.991,1.0769108724562708
327.991,1.0632397146897123
329.991,1.0487607655502416
331.991,1.0350532450006156
333.991,1.0237908232118782
335.991,1.019537859158388
337.991,1.017331981045273
339.991,1.0196096049564498
341.991,1.0139921270396297
343.991,1.0071408158508182
345.991,0.9998803554778576
347.991,0.9959577884833832
349.991,0.9895996554432596
351.991,0.9824228169248732
353.991,0.9760589745599252
355.991,0.9721398299801172
357.991,0.9648839787565446
359.991,0.9580300164603036
361.991,0.946529947753398
363.991,0.944397315759372
365.991,0.9508311181472228
367.991,0.9650155041010992
369.991,0.9787252214452244
371.991,0.9932465501165532
373.991,1.0069536596736626
375.991,1.027096604047948
377.991,1.0320730809227483
379.991,1.0226885069924263
381.991,0.999782043096142
383.991,0.9790264864366932
385.991,0.9570376645199072
387.991,0.9333075027537094
389.991,0.914017234238333
391.991,0.907508709789629
393.991,0.9146128408295084
395.991,0.9361454781738224
397.991,0.9504713682983714
399.991,0.9647872191142222
401.991,0.9745172453642484
403.991,0.984605271992275
405.991,0.9925878682015378
407.991,0.995994171521174
409.991,0.9998685619045644
411.991,1.007123267789937
413.991,1.0139768229768258
415.991,1.019607418607421
417.991,1.0231992038658733
419.991,1.0239363279363305
421.991,1.0210029400029423
423.991,1.0210000000000026
425.991,1.0210000000000026
427.991,1.0210000000000026
429.991,1.026871190278989
431.991,1.0254063283043815
433.991,1.0182296951757248
435.991,1.006972992524719
437.991,0.9932679219830668
439.991,0.9787461851824694
441.991,0.9650394837546286
443.991,0.9537795193312456
445.991,0.9465979935440229
447.991,0.9451266080246614
449.991,0.9509970644048632
451.991,0.9510000000000024
453.991,0.9510000000000024
455.991,0.9509940809565648
457.991,0.939169311928694
459.991,0.9421331085123004
461.991,0.9565987574206704
463.991,0.9792795453670912
465.991,1.0068887590648494
467.991,1.0361396852272315
469.991,1.075560030147944
471.991,1.0952983847360769
473.991,1.0953098853552676
475.991,1.0755945320055154
477.991,1.0361672867132885
479.991,1.006918003496505
481.991,0.9793071468531483
483.991,0.9566214300699318
485.991,0.9421475664335685
487.991,0.9391722692307716
489.991,0.9509822517482548
491.991,0.9510000000000024
493.991,0.9510000000000024
495.991,0.9510000000000024
497.991,0.9510839160839186
499.991,0.9510629370629397
501.991,0.9509603729603752
503.991,0.9507995337995364
505.991,0.950603729603732
507.991,0.950396270396273
509.991,0.9501974931256392
511.991,0.9440912475747828
513.991,0.9454699354205366
515.991,0.952724400848655
517.991,0.964222942227436
519.991,0.9781217367130568
521.991,0.992849688734422
523.991,1.00675178663652
525.991,1.015241850584801
527.991,1.023254102570689
