Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
1.003,-161.0,-802.4,177.9,1.234,1.181,-1.206,1.408
3.002,-161.0,-802.4,177.9,1.234,1.181,-1.206,1.408
7.003,-161.0,-802.4,177.9,1.234,1.181,-1.206,1.408
9.001999999999999,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
13.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
15.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
17.002,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
19.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
21.003999999999998,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.126
23.001,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
25.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
27.002000000000002,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
29.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
31.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
35.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
37.0,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
39.002,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
41.0,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
43.001999999999995,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
45.003,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
47.004999999999995,-161.0,-802.3,177.8,1.234,1.181,-1.206,1.02
51.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.162
53.004999999999995,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.162
55.004999999999995,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.162
59.001999999999995,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.162
61.004999999999995,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.162
63.004000000000005,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
65.005,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
67.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
69.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
71.006,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
73.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
77.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
81.006,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
85.00399999999999,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
87.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
91.002,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
93.001,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.197
105.005,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.232
127.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
151.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.267
163.00400000000002,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
169.003,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
176.00199999999998,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
179.004,-161.0,-802.3,177.9,1.234,1.181,-1.206,1.196
