Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.0,-121.2,-828.9,177.0,1.234,1.181,-1.206,1.302
4.0,-121.2,-828.9,177.0,1.234,1.181,-1.206,1.302
6.002000000000001,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
8.0,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
10.007,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
12.004000000000001,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
14.001,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
18.006999999999998,-121.3,-828.6,177.0,1.234,1.181,-1.206,1.408
22.001,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
24.0,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
26.0,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
28.002,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
30.001,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
32.001000000000005,-121.2,-828.8,177.3,1.233,1.18,-1.207,1.479
34.001000000000005,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
36.007,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
38.006,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
42.001999999999995,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
44.003,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
46.001,-121.2,-829.4,178.3,1.232,1.179,-1.207,1.091
48.001000000000005,-121.2,-829.3,178.5,1.232,1.179,-1.207,1.161
50.001,-121.2,-829.3,178.5,1.232,1.179,-1.207,1.161
52.003,-121.2,-829.3,178.5,1.232,1.179,-1.207,1.161
56.004,-121.2,-829.3,178.5,1.232,1.179,-1.207,1.161
58.001999999999995,-121.2,-829.3,178.5,1.232,1.179,-1.207,1.161
61.998999999999995,-121.2,-829.2,178.6,1.232,1.179,-1.207,1.232
66.00399999999999,-121.2,-829.2,178.6,1.232,1.179,-1.207,1.232
68.00399999999999,-121.2,-829.2,178.6,1.232,1.179,-1.207,1.232
70.003,-121.2,-829.2,178.6,1.232,1.179,-1.207,1.232
74.005,-121.2,-829.2,178.6,1.232,1.179,-1.207,1.232
76.003,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
78.003,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
80.003,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
82.00399999999999,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
84.002,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
86.002,-121.2,-829.2,178.9,1.232,1.179,-1.207,1.232
90.003,-121.2,-829.2,179.0,1.232,1.179,-1.207,1.302
94.001,-121.2,-829.2,179.0,1.232,1.179,-1.207,1.302
96.003,-121.2,-829.2,179.0,1.232,1.179,-1.207,1.302
100.002,-121.2,-829.2,179.0,1.232,1.179,-1.207,1.302
102.002,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
104.004,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
106.003,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
108.003,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
110.00200000000001,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
114.00399999999999,-121.2,-829.0,179.0,1.232,1.179,-1.207,1.091
118.003,-121.2,-828.9,178.8,1.232,1.179,-1.207,1.338
120.003,-121.2,-828.9,178.8,1.232,1.179,-1.207,1.338
124.003,-121.2,-828.9,178.8,1.232,1.179,-1.207,1.338
128.00400000000002,-121.2,-828.9,178.8,1.232,1.179,-1.207,1.338
132.0,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.091
134.0,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.091
138.0,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.091
142.00099999999998,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.091
146.003,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.126
148.001,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.126
150.005,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.126
152.003,-121.2,-828.9,178.7,1.232,1.179,-1.207,1.126
