Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.302
3.0010000000000003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.302
5.002000000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.302
9.001999999999999,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.302
11.001000000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.302
13.001999999999999,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
15.001000000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
17.000999999999998,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
19.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
21.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
23.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
25.000999999999998,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.056
29.000999999999998,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
31.004,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
33.001000000000005,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
35.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
37.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
39.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
41.001000000000005,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.267
43.003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.267
44.998999999999995,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.267
48.998,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.267
53.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.267
57.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
59.001999999999995,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
61.003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
63.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
65.00200000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
67.005,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
69.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
73.003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
77.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.126
81.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
82.99900000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
85.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
87.003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
91.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.162
93.002,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
95.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
99.003,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
103.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
107.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
109.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
111.001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
113.00200000000001,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
115.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
119.0,-181.1,-776.4,177.9,1.234,1.181,-1.206,1.232
121.0,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
124.998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
129.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
131.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
133.002,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
135.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
137.002,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
139.0,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
141.00199999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
143.00099999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
145.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
149.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.091
153.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.091
155.00300000000001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.091
159.002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.091
161.00400000000002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.162
163.002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.162
165.002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.162
167.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.162
171.00199999999998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.162
173.00099999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.197
177.00199999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.197
185.002,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.197
189.002,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.197
193.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
203.00199999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
211.003,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
215.001,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
221.006,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
231.002,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.267
237.003,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
241.00199999999998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
245.0,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
253.0,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
260.998,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
266.99899999999997,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
274.99800000000005,-181.1,-776.3,177.9,1.234,1.181,-1.206,1.161
282.999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
291.00100000000003,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
299.002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
307.00100000000003,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
319.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
322.99899999999997,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
330.99699999999996,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
333.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
335.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
337.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
346.997,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
354.998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
367.00300000000004,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.197
371.005,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
379.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
384.998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
395.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
409.00399999999996,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
417.00100000000003,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
427.004,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
430.998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.232
447.003,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.232
451.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.232
455.002,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.232
457.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.126
469.001,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.126
472.999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.126
476.998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.126
484.999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
494.998,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
502.997,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
510.997,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
516.9979999999999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
524.9979999999999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.231
526.9979999999999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
537.0,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
538.999,-181.1,-776.3,177.8,1.234,1.181,-1.206,1.302
