Time (ms),Robot_I (A)
0.0,1.2010268391608394
2.0,1.193729538461539
4.0,1.1919250279720286
6.0,1.1944396468531473
8.0,1.2000997342657345
10.0,1.2077316293706322
12.0,1.2149891118881146
14.0,1.2222463849824283
16.0,1.2257312623295251
18.0,1.228274586335354
20.0,1.234827881356587
22.0,1.2429202849223624
24.0,1.253893389107272
26.0,1.2680126214562844
28.0,1.2895052065703865
30.0,1.30751307118784
32.0,1.3058497397818405
34.0,1.2869860748232496
36.0,1.2533966499763436
38.0,1.2149736541985456
40.0,1.179487125598044
42.0,1.145175781940036
44.0,1.1227431546930529
46.0,1.1154759571438082
48.0,1.1266422452410183
50.0,1.1408767249417278
52.0,1.1481373892773925
54.0,1.1549893123543151
56.0,1.1606166433566465
58.0,1.1642035314685346
60.0,1.164934125874129
62.0,1.162000000000003
64.0,1.162000000000003
66.0,1.162000000000003
68.0,1.162000000000003
70.0,1.162000000000003
72.0,1.162000000000003
74.0,1.162000000000003
76.0,1.162000000000003
78.0,1.1619992445663894
80.0,1.1604885661974964
82.0,1.1593578499520016
84.0,1.1615832524564738
86.0,1.1663256128717523
88.0,1.1727457703586766
90.0,1.1800045640780854
92.0,1.1872628331908182
94.0,1.1936799475916124
96.0,1.1954844586190745
98.0,1.1984418830642336
100.0,1.20089911884038
102.0,1.2050197453038909
104.0,1.2118730962217736
106.0,1.2191339644181096
108.0,1.2259864990770477
110.0,1.2316148493827366
112.0,1.235203164519326
114.0,1.2359355936709648
116.0,1.2330000000000032
118.0,1.2330000000000032
120.0,1.2330000000000032
122.0,1.2330000000000032
124.0,1.2330000000000032
126.0,1.2330000000000032
128.0,1.2330000000000032
130.0,1.2330000000000032
132.0,1.2330000000000032
134.0,1.2330000000000032
136.0,1.2330030224902695
138.0,1.2360202233984157
140.0,1.2352620401109675
142.0,1.231567633467086
144.0,1.225776164305932
146.0,1.218726793466666
148.0,1.2112601517899193
150.0,1.207147685547138
152.0,1.2006238798061406
154.0,1.1933437462219385
156.0,1.1869622964495437
158.0,1.1831269019602386
160.0,1.175866033866037
162.0,1.169022306298921
164.0,1.1692570738962575
166.0,1.164191665853588
168.0,1.1562736346184654
170.0,1.1479468168013929
172.0,1.1342319171607658
174.0,1.1123300718034934
176.0,1.0931030850920047
178.0,1.0927327647212297
180.0,1.1087482482203062
182.0,1.1386786731183711
184.0,1.1800309153480886
186.0,1.21551424964272
188.0,1.2468914309884096
190.0,1.2700598952825928
192.0,1.2809170784227055
194.0,1.2753790783073498
196.0,1.2680000000000031
198.0,1.2680000000000031
200.0,1.2680000000000031
202.0,1.2680000000000031
204.0,1.2680000000000031
206.0,1.2680000000000031
208.0,1.2680000000000031
210.0,1.2680000000000031
212.0,1.2680000000000031
214.0,1.2680000000000031
216.0,1.2680044497773406
218.0,1.276893992450774
220.0,1.2746658900545866
222.0,1.263791005059641
224.0,1.2467401999367993
226.0,1.2259843371569243
228.0,1.2039942791908784
230.0,1.1832408885095242
232.0,1.1661950275837238
234.0,1.15532755888434
236.0,1.1531093448822354
238.0,1.162000000000003
240.0,1.162000000000003
242.0,1.162000000000003
244.0,1.1619162097273072
246.0,1.161937031484261
248.0,1.1620394732703607
250.0,1.1622002250622971
252.0,1.1623959768367595
254.0,1.162603418570438
256.0,1.1627992402400231
258.0,1.160026007417344
260.0,1.1608592514578229
262.0,1.1644672394787012
264.0,1.1700108106408178
266.0,1.1768626072943265
268.0,1.1841232714259258
270.0,1.1910607004924196
272.0,1.1966703689892817
274.0,1.2001596299571986
276.0,1.2007359426036297
278.0,1.1976067661360337
280.0,1.197396374229711
282.0,1.1972005642005674
284.0,1.2029079563494305
286.0,1.2013441779421468
288.0,1.1941493847209237
290.0,1.1829785883407724
292.0,1.1692747854113563
294.0,1.154753457148157
296.0,1.1410463471829182
298.0,1.129785157147341
300.0,1.122601588673127
302.0,1.1211273433919788
304.0,1.1269941229355966
306.0,1.1270000000000029
308.0,1.1270000000000029
310.0,1.1270000000000029
312.0,1.132952083916087
314.0,1.131470020979024
316.0,1.124193762237765
318.0,1.112778319347322
320.0,1.0988787039627064
322.0,1.0841499277389302
324.0,1.0702462678816582
