Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.9980000000000473,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9904609051193999
2.9980000000000473,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0412351816309795
4.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0742186919910222
6.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.092747378715856
8.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.1001571843218085
10.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0997840513252102
12.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0964442142795936
14.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0920000000000027
16.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0920000000000027
18.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0920000000000027
20.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0979131258741286
22.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.10235092832168
24.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0936477115384653
26.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0750827115384665
28.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0499426416083975
30.998000000000047,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0215142150349714
32.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9901485514339401
34.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9627989176485157
36.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.948548281736153
38.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9490516553518642
40.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9659640501506608
42.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,0.9859934096057367
44.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0001107908266516
46.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0125939205033778
48.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0218140550461738
50.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0261394928233374
52.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.023938532203167
54.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0210000000000026
56.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0210000000000026
58.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.021002935595142
60.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0239363290382806
62.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.023199209253185
64.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0196074270557056
66.99800000000005,259.0,-827.8,180.8,1.232,1.176,-1.206,1.0139768332616934
68.99800000000005,259.000099950025,-827.8000999500249,180.800099950025,1.232,1.176,-1.206,1.0071232786869995
70.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9998626141474743
72.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.993010690458969
74.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.987383358437334
76.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9837964688984205
78.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9830658726580791
80.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9860000000000025
82.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9860000000000025
84.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9860000000000025
86.99800000000005,259.1,-827.9,180.9,1.232,1.176,-1.206,0.9860000000000025
88.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9860000000000025
90.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9860000000000025
92.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9919550629370643
94.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9904692762237791
96.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9831901212121253
98.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9717726095571145
100.99800000000005,259.1,-827.9,180.9,1.231,1.176,-1.206,0.9578717529137585
102.99800000000005,259.19994999999994,-827.99995,180.9,1.231,1.176,-1.206,0.9431425629370686
104.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9282531888111942
106.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9160907377622427
108.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9092715242165281
110.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9101373223258249
112.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9207553659673667
114.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9278652729862749
116.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.937278545195547
118.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9485867630147647
120.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9611039875679892
122.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9748566021756035
124.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9873774918414935
126.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,0.9986903631183648
128.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,1.0081099360269379
130.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,1.0152239883449905
132.99800000000005,259.2,-828.0,180.9,1.231,1.176,-1.206,1.0198948381248405
