feature,importance_mean,importance_std
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",0.0,0.0
task_Robot_I (A)__kurtosis,0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_90",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_39",0.0,0.0
intr_Torque (Nm)__variance,0.0,0.0
intr_Torque (Nm)__standard_deviation,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_48",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_48",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_75",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_25",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_95",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_2",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_34",0.0,0.0
intr_Current (V)__standard_deviation,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_38",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",0.0,0.0
intr_Current (V)__c3__lag_3,0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",0.0,0.0
task_Robot_I (A)__count_above_mean,0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_12",0.0,0.0
task_Robot_I (A)__large_standard_deviation__r_0.2,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_4",0.0,0.0
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_3,0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_47",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_99",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_70",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_13",0.0,0.0
"task_Robot_I (A)__fft_aggregated__aggtype_""skew""",0.0,0.0
task_Robot_I (A)__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",0.0,0.0
intr_Current (V)__sum_values,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_0",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_0",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""real""__coeff_24",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_3",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_77",0.0,0.0
intr_Current (V)__partial_autocorrelation__lag_4,0.0,0.0
intr_Current (V)__ar_coefficient__coeff_6__k_10,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_20",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_64",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_46",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",0.0,0.0
task_Robot_I (A)__number_peaks__n_5,0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",0.0,0.0
intr_Current (V)__ratio_beyond_r_sigma__r_6,0.0,0.0
intr_Current (V)__ratio_beyond_r_sigma__r_7,0.0,0.0
intr_Current (V)__count_above_mean,0.0,0.0
intr_Current (V)__root_mean_square,0.0,0.0
intr_Current (V)__ratio_beyond_r_sigma__r_10,0.0,0.0
intr_Torque (Nm)__count_above_mean,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_32",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_43",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.0,0.0
intr_Torque (Nm)__number_cwt_peaks__n_1,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_29",0.0,0.0
"intr_Current (V)__fft_aggregated__aggtype_""variance""",0.0,0.0
intr_Torque (Nm)__large_standard_deviation__r_0.2,0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_26",0.0,0.0
task_Robot_I (A)__lempel_ziv_complexity__bins_3,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_26",0.0,0.0
intr_Current (V)__first_location_of_minimum,0.0,0.0
task_Robot_I (A)__absolute_sum_of_changes,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_69",0.0,0.0
intr_Torque (Nm)__index_mass_quantile__q_0.6,0.0,0.0
intr_Current (V)__ar_coefficient__coeff_8__k_10,0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""angle""__coeff_16",0.0,0.0
intr_Torque (Nm)__fourier_entropy__bins_3,0.0,0.0
intr_Current (V)__ar_coefficient__coeff_1__k_10,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_4",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_9",0.0,0.0
task_Robot_I (A)__number_peaks__n_50,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_4",0.0,0.0
task_Robot_I (A)__partial_autocorrelation__lag_1,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_31",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Torque (Nm)__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_63",0.0,0.0
task_Robot_I (A)__lempel_ziv_complexity__bins_100,0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_41",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_86",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_36",0.0,0.0
task_Robot_I (A)__autocorrelation__lag_1,0.0,0.0
task_Robot_I (A)__fourier_entropy__bins_100,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_1",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_48",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_2",0.0,0.0
task_Robot_I (A)__lempel_ziv_complexity__bins_10,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_49",0.0,0.0
"task_Robot_I (A)__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.0,0.0
"task_Robot_I (A)__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",0.0,0.0
"intr_Torque (Nm)__fft_aggregated__aggtype_""variance""",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_93",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",0.0,0.0
task_Robot_I (A)__number_cwt_peaks__n_1,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_30",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_27",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",0.0,0.0
intr_Torque (Nm)__index_mass_quantile__q_0.3,0.0,0.0
"task_Robot_I (A)__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.0,0.0
intr_Current (V)__symmetry_looking__r_0.05,0.0,0.0
intr_Current (V)__fourier_entropy__bins_3,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_45",0.0,0.0
intr_Torque (Nm)__ratio_beyond_r_sigma__r_2.5,0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.0,0.0
intr_Current (V)__number_peaks__n_10,0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""abs""__coeff_9",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_21",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_84",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""",0.0,0.0
intr_Current (V)__sum_of_reoccurring_data_points,0.0,0.0
intr_Current (V)__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.0,0.0
intr_Current (V)__length,0.0,0.0
intr_Current (V)__range_count__max_1000000000000.0__min_0,0.0,0.0
intr_Torque (Nm)__length,0.0,0.0
intr_Torque (Nm)__range_count__max_1000000000000.0__min_0,0.0,0.0
intr_Torque (Nm)__number_peaks__n_1,0.0,0.0
intr_Current (V)__number_peaks__n_1,0.0,0.0
"task_Robot_I (A)__linear_trend__attr_""stderr""",0.0,0.0
task_Robot_I (A)__number_peaks__n_10,0.0,0.0
task_Robot_I (A)__number_cwt_peaks__n_5,0.0,0.0
intr_Current (V)__ratio_beyond_r_sigma__r_5,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_82",0.0,0.0
task_Robot_I (A)__count_below_mean,0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_26",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_36",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_94",0.0,0.0
intr_Torque (Nm)__number_peaks__n_10,0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""abs""__coeff_19",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_47",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_96",0.0,0.0
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_71",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_12",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_33",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""real""__coeff_18",0.0,0.0
intr_Torque (Nm)__number_cwt_peaks__n_5,0.0,0.0
intr_Current (V)__maximum,0.0,0.0
intr_Current (V)__absolute_maximum,0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""imag""__coeff_11",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_59",0.0,0.0
"intr_Current (V)__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_97",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_20",0.0,0.0
task_Robot_I (A)__ratio_beyond_r_sigma__r_0.5,0.0,0.0
task_Robot_I (A)__standard_deviation,0.0,0.0
task_Robot_I (A)__variance,0.0,0.0
"task_Robot_I (A)__agg_autocorrelation__f_agg_""median""__maxlag_40",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_32",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_83",0.0,0.0
intr_Torque (Nm)__index_mass_quantile__q_0.8,0.0,0.0
intr_Current (V)__number_crossing_m__m_0,0.0,0.0
intr_Current (V)__index_mass_quantile__q_0.6,0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_67",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""real""__coeff_6",0.0,0.0
intr_Current (V)__mean_abs_change,0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_11",0.0,0.0
"intr_Torque (Nm)__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",0.0,0.0
"intr_Torque (Nm)__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_92",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_62",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_60",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_84",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_95",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",0.0,0.0
intr_Torque (Nm)__index_mass_quantile__q_0.9,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_64",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",0.0,0.0
"intr_Torque (Nm)__linear_trend__attr_""rvalue""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_49",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_63",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.0,0.0
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_82",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",0.0,0.0
intr_Current (V)__index_mass_quantile__q_0.7,0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_5",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_11",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_76",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_64",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_66",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_5",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_73",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_66",0.0,0.0
intr_Torque (Nm)__first_location_of_minimum,0.0,0.0
intr_Current (V)__median,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_70",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_16",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_77",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_61",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_80",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_61",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_16",0.0,0.0
intr_Current (V)__ratio_beyond_r_sigma__r_1,0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_14",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_89",0.0,0.0
intr_Torque (Nm)__ratio_value_number_to_time_series_length,0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_3",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""real""__coeff_1",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_75",0.0,0.0
intr_Torque (Nm)__percentage_of_reoccurring_datapoints_to_all_datapoints,0.0,0.0
intr_Torque (Nm)__quantile__q_0.7,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_1",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_99",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_60",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_94",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_92",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_11",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_94",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_87",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",0.0,0.0
"task_Robot_I (A)__fft_coefficient__attr_""angle""__coeff_6",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_85",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_88",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_96",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_97",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_81",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",0.0,0.0
intr_Current (V)__ratio_value_number_to_time_series_length,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_63",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_65",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_62",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_85",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_61",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""",0.0,0.0
"intr_Current (V)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_13",0.0,0.0
"intr_Current (V)__linear_trend__attr_""slope""",0.0,0.0
intr_Current (V)__quantile__q_0.7,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_59",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_74",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_97",0.0,0.0
"intr_Current (V)__linear_trend__attr_""intercept""",0.0,0.0
"intr_Current (V)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_37",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_63",0.0,0.0
intr_Current (V)__energy_ratio_by_chunks__num_segments_10__segment_focus_6,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_80",0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_83",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_59",0.0,0.0
"intr_Torque (Nm)__linear_trend__attr_""slope""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_64",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_60",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""angle""__coeff_90",0.0,0.0
intr_Torque (Nm)__median,0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_95",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_62",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_65",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_58",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_52",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_69",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_81",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""angle""__coeff_71",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""imag""__coeff_79",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_60",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_54",0.0,0.0
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_1,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_68",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_55",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_73",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",0.0,0.0
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_5",0.0,0.0
"intr_Torque (Nm)__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_64",0.0,0.0
intr_Torque (Nm)__mean_change,0.0,0.0
"intr_Torque (Nm)__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_72",0.0,0.0
intr_Current (V)__index_mass_quantile__q_0.9,0.0,0.0
intr_Current (V)__index_mass_quantile__q_0.3,0.0,0.0
"intr_Current (V)__fft_coefficient__attr_""real""__coeff_51",0.0,0.0
